Raw ERP/Planning Export - intentionally messy,,,,,,,,
,,,,,,,,
Date,Dept,Account,Vendor / Customer,Amount EUR,Source,Owner,Status,Manual note
2026-04-01,COGS,Materials,Electric house,"3,727",ERP,M. Chen,posted,Map to GL 6100
01/1/26,Marketing,Paid media,Google / LinkedIn,"5,248",Pos,Andres,posted,Map to GL 6100
01/2/26,Sales,Sales commission,Payroll,"9,177",ERP,Andres,Posted,Ask owner
2026-02-26,COGS,Cloud hosting,AWS / Datadog,700,ERP,M. Chen,,
2026-01-25,R&D,Cloud hosting,AWS / Datadog,"(7,713)",cash,Alex - FP&A,accrual,Map to GL 6100
01/1/26,R&D,Cloud hosting,AWS / Datadog,"4,589",cash,,,Map to GL 6100
01/2/26,Mktg,Customer appr.,Soccer Ticket,"1,976",Check,Alex - FP&A,accrual,Vendor invoice late
2026-01-25,Sales,CRM / RevOps tools,Salesforce / Outreach,"1,281",Pos,Erikfinance ops,Posted,One-off item
01/3/26,Revenue,Product sales,Corp. clients,"(3,078)",manual Entry,Erikfinance ops,late invoice,Ask owner
01/2/26,Marketing,Google Ads,Google / LinkedIn,"1,799",ERP,Erikfinance ops,Posted,Map to GL 6100
01/1/26,Sales,Sales commission,Payroll,"6,965",Pos,Erikfinance ops,manual adj,Vendor invoice late
01/1/26,Mktg,Customer appr.,Amazon gift c.,"1,354",cash,TBD,late invoice,Timing issue
01/4/26,Mktg,Events & webinars,Various,"3,424",Pos,Andres,manual adj,Vendor invoice late
01/4/26,Marketing,Events & webinars,Various,"6,760",Check,Andres,posted,Timing issue
01/2/26,R&D,AI automation,n8n,"(7,943)",Check,Andres,needs mapping,Map to GL 6100
25 Mar-26,Sales,Payroll - sales,Payroll,"3,603",cash,Erikfinance ops,accrual,One-off item
01-Jan-26,Services,Prof services,Implementation clients,"7,864",Check,Andres,needs mapping,
2026-03-28,R&D,AI automation,n8n,"6,092",cash,M. Chen,posted,Timing issue
01-Jan-26,Services,Prof services,Implementation clients,"5,445",Check,M. Chen,,Vendor invoice late
01/1/26,Revenue,Product sales,Corp. clients,"1,957",manual Entry,Alex - FP&A,late invoice,
01-Jan-26,R&D,Payroll - eng,Payroll,"(4,691)",Pos,Erikfinance ops,late invoice,Check sign
01/3/26,R&D,AI automation,n8n,"3,951",ERP,,late invoice,
2026-03-28,Mktg,Paid media,Google / LinkedIn,"4,466",ERP,Andres,late invoice,Ask owner
01/3/26,COGS,Cloud hosting,AWS / Datadog,(608),manual Entry,Alex - FP&A,late invoice,Timing issue
2026-01-25,Marketing,Google Ads,Google / LinkedIn,"2,543",Pos,Andres,Posted,Map to GL 6100
01/4/26,Services,Support tools,Zendesk / Gainsight,"(1,178)",cash,M. Chen,accrual,Ask owner
01/1/26,Services,Prof services,Implementation clients,"4,417",ERP,,posted,Check sign
01/2/26,Marketing,Events & webinars,Various,"9,825",manual Entry,Andres,late invoice,Timing issue
2026-04-01,R&D,Cloud hosting,AWS / Datadog,"4,438",Pos,Alex - FP&A,Posted,Map to GL 6100
01/3/26,COGS,Cloud hosting,AWS / Datadog,(691),cash,M. Chen,,Vendor invoice late
01-Jan-26,COGS,Payroll - eng,Payroll,"(4,924)",ERP,,accrual,Vendor invoice late
2026-03-28,COGS,Materials,Electric house,"1,325",cash,Andres,manual adj,Check sign
01/2/26,Revenue,Revenue,Corp. clients,"5,007",Pos,Alex - FP&A,manual adj,Map to GL 6100
15 Apr-26,COGS,Payroll - eng,Payroll,"1,177",Check,TBD,posted,Vendor invoice late
25 Mar-26,Sales,Sales commission,Payroll,"8,128",Check,,late invoice,Ask owner
15 Feb-26,G&A,Legal fees,Europa Law firm,"6,911",Check,M. Chen,late invoice,
01/1/26,Services,Support tools,Zendesk / Gainsight,"3,568",manual Entry,,late invoice,Map to GL 6100
01/2/26,Mktg,Paid media,Google / LinkedIn,"7,638",Pos,Alex - FP&A,accrual,One-off item
2026-03-28,Sales,CRM / RevOps tools,Salesforce / Outreach,"7,485",ERP,,manual adj,
15 Feb-26,Services,Support tools,Zendesk / Gainsight,(381),Pos,,accrual,Vendor invoice late
2026-04-01,Mktg,Customer appr.,Amazon gift c.,"6,182",ERP,Alex - FP&A,Posted,Check sign
01-Jan-26,Mktg,Customer appr.,Amazon gift c.,"(3,103)",cash,Andres,,Map to GL 6100
01/3/26,Services,Support tools,Zendesk / Gainsight,"3,272",Pos,,Posted,Timing issue
01/1/26,Revenue,Revenue,Retail Customer,(711),Pos,Andres,,One-off item
2026-03-28,G&A,Office rent,Landlord,"4,439",Check,Alex - FP&A,needs mapping,One-off item
2026-03-28,G&A,Office rent,Landlord,"5,868",Check,M. Chen,needs mapping,Timing issue
2026-02-26,Mktg,Customer appr.,Gift hamper,"9,082",Pos,,manual adj,Timing issue
2026-01-25,Marketing,Paid media,Google / LinkedIn,"7,574",cash,Alex - FP&A,needs mapping,Map to GL 6100
2026-03-28,COGS,Payroll - eng,Payroll,"6,240",manual Entry,M. Chen,needs mapping,Check sign
01/4/26,Marketing,Google Ads,Google / LinkedIn,652,Pos,TBD,posted,
01/4/26,Sales,Payroll - sales,Payroll,"4,974",Pos,Alex - FP&A,late invoice,Ask owner
01/2/26,R&D,Cloud hosting,AWS / Datadog,"8,947",Pos,Alex - FP&A,manual adj,One-off item
01-Jan-26,Revenue,Subscr. revenue,Corp. clients,"2,643",Check,M. Chen,,Vendor invoice late
2026-03-28,Marketing,Customer appr.,Soccer Ticket,(320),cash,Erikfinance ops,posted,Vendor invoice late
2026-01-25,Marketing,Events & webinars,Various,"3,283",manual Entry,M. Chen,manual adj,One-off item
01/4/26,Marketing,Events & webinars,Various,"9,361",Check,TBD,posted,
01/1/26,Revenue,Service,Corp. clients,"6,248",Pos,Andres,manual adj,Timing issue
2026-03-28,G&A,Accounting fees,Brandon,"3,908",Pos,M. Chen,needs mapping,Check sign
25 Mar-26,Services,Support tools,Zendesk / Gainsight,"(3,471)",cash,Andres,,Map to GL 6100
15 Feb-26,Marketing,Google Ads,Google / LinkedIn,"1,556",Check,M. Chen,late invoice,Ask owner
2026-01-25,COGS,Payroll - eng,Payroll,"1,805",manual Entry,Alex - FP&A,accrual,Timing issue
01-Jan-26,Services,Support tools,Zendesk / Gainsight,455,cash,Erikfinance ops,Posted,Vendor invoice late
15 Feb-26,COGS,Payroll - eng,Payroll,"9,070",manual Entry,Erikfinance ops,accrual,One-off item
15 Apr-26,COGS,Payroll - eng,Payroll,"5,959",manual Entry,Andres,,Check sign
15 Feb-26,Revenue,Product sales,Retail Customer,998,cash,Erikfinance ops,posted,Timing issue
15 Feb-26,Services,Support tools,Zendesk / Gainsight,"(1,209)",Check,M. Chen,needs mapping,Map to GL 6100
01/2/26,Sales,Payroll - sales,Payroll,"7,645",ERP,,accrual,Map to GL 6100
2026-04-01,Services,Support tools,Zendesk / Gainsight,"9,197",Pos,M. Chen,accrual,Ask owner
2026-04-01,Sales,CRM / RevOps tools,Salesforce / Outreach,"(6,309)",Check,Erikfinance ops,Posted,Vendor invoice late
01/2/26,R&D,AI automation,n8n,"5,978",manual Entry,Andres,late invoice,
2026-04-01,R&D,Cloud hosting,AWS / Datadog,"2,469",ERP,Andres,,Timing issue
2026-02-26,Mktg,Events & webinars,Various,"7,866",Pos,Andres,manual adj,Ask owner
25 Mar-26,Marketing,Events & webinars,Various,"1,200",cash,M. Chen,accrual,Vendor invoice late
01/1/26,COGS,Payroll - eng,Payroll,"9,133",ERP,M. Chen,,Map to GL 6100
15 Apr-26,COGS,Materials,Johnsons Supply,"5,979",ERP,M. Chen,accrual,Map to GL 6100
2026-02-26,R&D,Payroll - eng,Payroll,"2,380",Check,Alex - FP&A,needs mapping,Map to GL 6100
2026-01-25,Mktg,Events & webinars,Various,"7,499",Pos,,,Timing issue
25 Mar-26,Revenue,Product sales,Corp. clients,"2,738",Pos,Alex - FP&A,Posted,
2026-02-26,COGS,Payroll - eng,Payroll,"6,643",Pos,Erikfinance ops,Posted,Map to GL 6100
01/3/26,Sales,Payroll - sales,Payroll,"9,187",ERP,M. Chen,accrual,Map to GL 6100
2026-02-26,COGS,Payroll - eng,Payroll,"7,438",Check,,needs mapping,Ask owner
01/2/26,R&D,AI automation,n8n,"9,558",cash,TBD,needs mapping,Vendor invoice late
01/2/26,Revenue,Product sales,Retail Customer,"6,072",ERP,TBD,accrual,One-off item
15 Apr-26,Mktg,Customer appr.,Amazon gift c.,"(8,213)",Check,Erikfinance ops,late invoice,
15 Feb-26,Mktg,Paid media,Google / LinkedIn,"2,593",cash,TBD,,One-off item
15 Feb-26,Mktg,Events & webinars,Various,884,cash,TBD,manual adj,Vendor invoice late
2026-04-01,Marketing,Customer appr.,Gift hamper,"1,734",Pos,Andres,Posted,One-off item
25 Mar-26,R&D,Cloud hosting,AWS / Datadog,"9,525",manual Entry,TBD,needs mapping,One-off item
2026-02-26,Services,Prof services,Implementation clients,"7,300",Pos,M. Chen,needs mapping,One-off item
01/2/26,COGS,Cloud hosting,AWS / Datadog,"(6,630)",Pos,TBD,accrual,Map to GL 6100
01/2/26,COGS,Materials,Walmart,"9,830",ERP,TBD,Posted,Ask owner
15 Apr-26,R&D,AI automation,n8n,"(5,821)",Check,Andres,needs mapping,Timing issue
2026-02-26,R&D,AI automation,n8n,"5,999",cash,Erikfinance ops,,Ask owner
01-Jan-26,Marketing,Paid media,Google / LinkedIn,"2,524",Pos,Andres,posted,Timing issue
15 Feb-26,Revenue,Product sales,Retail Customer,731,Check,Erikfinance ops,manual adj,Timing issue
2026-02-26,Mktg,Paid media,Google / LinkedIn,(942),cash,M. Chen,Posted,One-off item
15 Feb-26,Services,Prof services,Implementation clients,"1,842",Pos,Andres,needs mapping,Ask owner
01/4/26,Revenue,Service,Retail Customer,"7,243",cash,M. Chen,Posted,Vendor invoice late
01/4/26,Marketing,Customer appr.,Gift hamper,"3,934",Check,Erikfinance ops,Posted,Check sign
01/2/26,Marketing,Paid media,Google / LinkedIn,744,ERP,Alex - FP&A,posted,One-off item
25 Mar-26,Revenue,Product sales,Retail Customer,"6,897",Pos,Andres,,Timing issue
01/2/26,R&D,Cloud hosting,AWS / Datadog,"(9,491)",Pos,M. Chen,needs mapping,Ask owner
15 Apr-26,Sales,Payroll - sales,Payroll,"4,187",Pos,TBD,needs mapping,One-off item
15 Apr-26,Services,Prof services,Implementation clients,"9,649",Pos,Alex - FP&A,,Ask owner
2026-02-26,R&D,Cloud hosting,AWS / Datadog,"(4,933)",Pos,Andres,needs mapping,Map to GL 6100
01/1/26,Mktg,Events & webinars,Various,"2,483",ERP,Alex - FP&A,needs mapping,One-off item
15 Feb-26,Sales,Sales commission,Payroll,"1,083",cash,M. Chen,accrual,Vendor invoice late
01-Jan-26,Services,Prof services,Implementation clients,"6,332",cash,M. Chen,posted,Vendor invoice late
01/2/26,COGS,Cloud hosting,AWS / Datadog,"1,649",Check,M. Chen,,
01-Jan-26,Sales,Sales commission,Payroll,"(4,248)",ERP,,posted,Ask owner
2026-03-28,R&D,Cloud hosting,AWS / Datadog,"7,009",ERP,Andres,needs mapping,Timing issue
01/3/26,Sales,Payroll - sales,Payroll,"6,526",ERP,TBD,late invoice,Check sign
01/2/26,Revenue,Revenue,Corp. clients,"1,379",manual Entry,Andres,,
15 Feb-26,R&D,Cloud hosting,AWS / Datadog,"2,187",cash,Andres,Posted,Check sign
01/2/26,Sales,Payroll - sales,Payroll,"9,723",ERP,Erikfinance ops,needs mapping,Ask owner
01/2/26,Revenue,Product sales,Corp. clients,"4,186",Pos,Andres,,Map to GL 6100
01/1/26,G&A,Legal fees,Europa Law firm,(740),ERP,,manual adj,Check sign
15 Feb-26,Sales,Payroll - sales,Payroll,"6,566",manual Entry,TBD,needs mapping,Ask owner
2026-02-26,Marketing,Events & webinars,Various,"(8,561)",Pos,,manual adj,Check sign
01/3/26,Sales,Sales commission,Payroll,(564),manual Entry,Erikfinance ops,Posted,Check sign
2026-02-26,Revenue,Service,Corp. clients,"(6,724)",manual Entry,Erikfinance ops,manual adj,Timing issue
2026-04-01,COGS,Payroll - eng,Payroll,"1,234",Pos,M. Chen,,One-off item
01/3/26,Services,Prof services,Implementation clients,"5,445",ERP,Erikfinance ops,posted,One-off item
01/3/26,COGS,Payroll - eng,Payroll,"7,304",Pos,Alex - FP&A,Posted,Timing issue
01-Jan-26,R&D,Payroll - eng,Payroll,"4,155",manual Entry,Alex - FP&A,late invoice,Ask owner
01/3/26,Revenue,Subscr. revenue,Corp. clients,"(3,311)",Pos,M. Chen,accrual,Map to GL 6100
01/2/26,G&A,Legal fees,Buchalter,"(1,732)",Check,Erikfinance ops,Posted,Ask owner
15 Apr-26,Mktg,Events & webinars,Various,"1,480",cash,Alex - FP&A,manual adj,One-off item
15 Feb-26,Services,Support tools,Zendesk / Gainsight,"2,757",cash,M. Chen,posted,Timing issue
01/3/26,G&A,Legal fees,Buchalter,"5,543",Pos,Erikfinance ops,accrual,Ask owner
01-Jan-26,Mktg,Customer appr.,Gift hamper,"4,712",Pos,M. Chen,late invoice,Map to GL 6100
2026-04-01,COGS,Cloud hosting,AWS / Datadog,"7,665",ERP,TBD,late invoice,Vendor invoice late
01/3/26,Marketing,Google Ads,Google / LinkedIn,"9,829",ERP,Erikfinance ops,,One-off item
01/3/26,Sales,Sales commission,Payroll,"3,434",Check,Andres,posted,One-off item
01/4/26,COGS,Payroll - eng,Payroll,"(4,595)",cash,,,Ask owner
01/2/26,R&D,Payroll - eng,Payroll,"1,587",manual Entry,Erikfinance ops,posted,Ask owner
01/3/26,G&A,Office rent,Landlord,"6,247",Pos,TBD,accrual,Check sign
01-Jan-26,Mktg,Paid media,Google / LinkedIn,"9,187",Check,,Posted,Check sign
2026-04-01,G&A,Office rent,Landlord,"(9,687)",manual Entry,Andres,Posted,Map to GL 6100
01/1/26,Services,Support tools,Zendesk / Gainsight,"4,394",manual Entry,Alex - FP&A,late invoice,Map to GL 6100
2026-02-26,Services,Support tools,Zendesk / Gainsight,534,cash,Erikfinance ops,accrual,Map to GL 6100
01/1/26,Mktg,Paid media,Google / LinkedIn,"5,491",cash,TBD,posted,
2026-04-01,Sales,CRM / RevOps tools,Salesforce / Outreach,"4,784",Check,Erikfinance ops,accrual,Check sign
25 Mar-26,Services,Support tools,Zendesk / Gainsight,"5,134",cash,,accrual,One-off item
01-Jan-26,Revenue,Service,Corp. clients,"6,173",Pos,M. Chen,needs mapping,
01/3/26,R&D,Cloud hosting,AWS / Datadog,"8,451",ERP,M. Chen,,
01/3/26,Marketing,Events & webinars,Various,733,Pos,TBD,posted,Vendor invoice late
01/4/26,Marketing,Paid media,Google / LinkedIn,"8,362",manual Entry,M. Chen,posted,Map to GL 6100
01-Jan-26,COGS,Materials,Johnsons Supply,"4,022",ERP,Erikfinance ops,needs mapping,One-off item
2026-04-01,Revenue,Service,Corp. clients,"(6,648)",ERP,TBD,,Vendor invoice late
01/4/26,R&D,Cloud hosting,AWS / Datadog,"(6,784)",Pos,Erikfinance ops,accrual,One-off item
2026-04-01,Services,Prof services,Implementation clients,"2,792",ERP,TBD,manual adj,Ask owner
15 Apr-26,Revenue,Service,Corp. clients,33,Check,Andres,posted,Check sign
2026-04-01,Sales,Sales commission,Payroll,374,Pos,Alex - FP&A,,
2026-01-25,G&A,Legal fees,Buchalter,(743),cash,TBD,Posted,Vendor invoice late
01/1/26,Sales,Payroll - sales,Payroll,"1,391",Check,M. Chen,posted,One-off item
2026-01-25,Sales,Payroll - sales,Payroll,"6,103",ERP,TBD,manual adj,One-off item
2026-04-01,Marketing,Paid media,Google / LinkedIn,"3,840",Pos,,needs mapping,Vendor invoice late
25 Mar-26,G&A,Accounting fees,Brandon,"6,848",cash,,needs mapping,Timing issue
15 Feb-26,Revenue,Revenue,Retail Customer,"(1,830)",cash,,Posted,Timing issue
01-Jan-26,R&D,AI automation,n8n,"7,759",ERP,TBD,accrual,Timing issue
2026-02-26,Mktg,Events & webinars,Various,"4,098",Pos,M. Chen,accrual,One-off item
01-Jan-26,COGS,Payroll - eng,Payroll,"7,253",ERP,Alex - FP&A,late invoice,Vendor invoice late
2026-01-25,R&D,Payroll - eng,Payroll,"8,685",manual Entry,M. Chen,Posted,Check sign
01/4/26,Services,Prof services,Implementation clients,"3,420",Check,Andres,accrual,Timing issue
01/4/26,Mktg,Customer appr.,Gift hamper,516,Check,Andres,needs mapping,Timing issue
15 Feb-26,G&A,Accounting fees,Brandon,"2,756",Check,,Posted,Check sign
15 Apr-26,R&D,Cloud hosting,AWS / Datadog,"1,693",Pos,Alex - FP&A,late invoice,One-off item
01/2/26,Sales,Sales commission,Payroll,"(9,525)",cash,,,One-off item
2026-03-28,R&D,Cloud hosting,AWS / Datadog,"5,919",cash,Alex - FP&A,needs mapping,Map to GL 6100
15 Feb-26,Mktg,Events & webinars,Various,"2,332",manual Entry,Erikfinance ops,late invoice,Check sign
15 Feb-26,G&A,Legal fees,Europa Law firm,"1,151",manual Entry,,late invoice,Ask owner
01/3/26,Sales,Sales commission,Payroll,"1,663",Pos,Andres,late invoice,Ask owner
2026-02-26,Services,Support tools,Zendesk / Gainsight,"7,959",cash,Erikfinance ops,posted,Check sign
2026-01-25,Sales,Sales commission,Payroll,"7,002",Check,Alex - FP&A,needs mapping,Vendor invoice late
01/1/26,Marketing,Events & webinars,Various,"6,675",Pos,Andres,needs mapping,One-off item
2026-02-26,Marketing,Paid media,Google / LinkedIn,"3,030",Pos,M. Chen,posted,Map to GL 6100
2026-03-28,Mktg,Events & webinars,Various,"6,909",cash,M. Chen,accrual,Map to GL 6100
2026-02-26,G&A,Legal fees,Europa Law firm,"2,011",Pos,M. Chen,,Map to GL 6100
15 Feb-26,G&A,Office rent,Landlord,"4,024",cash,,,One-off item
2026-01-25,G&A,Legal fees,Buchalter,106,cash,,accrual,One-off item
01/4/26,Mktg,Paid media,Google / LinkedIn,"3,323",Check,Alex - FP&A,posted,One-off item
2026-03-28,Marketing,Customer appr.,Soccer Ticket,"(2,178)",Check,Erikfinance ops,accrual,Check sign
25 Mar-26,R&D,Cloud hosting,AWS / Datadog,"1,153",ERP,TBD,late invoice,Map to GL 6100
01/2/26,R&D,AI automation,n8n,"9,210",Pos,Alex - FP&A,late invoice,Vendor invoice late
01-Jan-26,Services,Prof services,Implementation clients,"(9,097)",ERP,Erikfinance ops,needs mapping,Check sign
15 Apr-26,R&D,Cloud hosting,AWS / Datadog,"9,765",ERP,,Posted,Timing issue
2026-02-26,COGS,Cloud hosting,AWS / Datadog,"(3,252)",Check,M. Chen,manual adj,
01/2/26,R&D,Cloud hosting,AWS / Datadog,"1,374",Pos,Erikfinance ops,,One-off item
01-Jan-26,COGS,Cloud hosting,AWS / Datadog,"4,740",manual Entry,TBD,needs mapping,Vendor invoice late
2026-04-01,Services,Prof services,Implementation clients,"5,037",ERP,,,Check sign
25 Mar-26,COGS,Materials,Walmart,"8,956",Pos,,posted,Check sign
2026-02-26,G&A,Accounting fees,Jason CPA,"1,561",cash,,accrual,Ask owner
2026-04-01,Marketing,Paid media,Google / LinkedIn,(321),cash,TBD,Posted,Ask owner
2026-02-26,G&A,Accounting fees,Jason CPA,"6,247",Check,M. Chen,needs mapping,Timing issue
15 Apr-26,Services,Support tools,Zendesk / Gainsight,"4,012",Pos,TBD,late invoice,Check sign
01-Jan-26,Sales,Payroll - sales,Payroll,"3,126",cash,,manual adj,Map to GL 6100
01/2/26,Services,Support tools,Zendesk / Gainsight,"8,430",manual Entry,Erikfinance ops,posted,One-off item
15 Apr-26,Mktg,Events & webinars,Various,(664),cash,Andres,late invoice,
15 Apr-26,G&A,Accounting fees,Jason CPA,"(8,943)",Pos,M. Chen,Posted,One-off item
01/3/26,Marketing,Events & webinars,Various,"(3,783)",manual Entry,M. Chen,manual adj,Map to GL 6100
01/1/26,COGS,Cloud hosting,AWS / Datadog,800,ERP,Erikfinance ops,accrual,One-off item
2026-02-26,Marketing,Events & webinars,Various,"5,582",ERP,M. Chen,manual adj,Vendor invoice late
2026-04-01,Services,Prof services,Implementation clients,"2,383",manual Entry,Erikfinance ops,manual adj,Ask owner
2026-03-28,COGS,Cloud hosting,AWS / Datadog,"5,941",manual Entry,Andres,posted,Check sign
01/3/26,Services,Support tools,Zendesk / Gainsight,"6,256",cash,M. Chen,needs mapping,Vendor invoice late
01/4/26,Services,Support tools,Zendesk / Gainsight,327,Check,,posted,Check sign
15 Feb-26,Services,Support tools,Zendesk / Gainsight,940,cash,Alex - FP&A,manual adj,Check sign
01/1/26,Mktg,Paid media,Google / LinkedIn,"6,811",manual Entry,M. Chen,late invoice,Check sign
01/3/26,G&A,Legal fees,Europa Law firm,678,Check,TBD,manual adj,One-off item
2026-01-25,Revenue,Service,Retail Customer,"8,165",Pos,TBD,needs mapping,Map to GL 6100
01/3/26,Mktg,Events & webinars,Various,"(2,117)",Pos,,Posted,Timing issue
2026-03-28,COGS,Cloud hosting,AWS / Datadog,"9,633",Pos,,accrual,One-off item
25 Mar-26,Revenue,Service,Retail Customer,"4,181",manual Entry,TBD,,One-off item
15 Apr-26,Revenue,Product sales,Retail Customer,"8,522",Check,TBD,needs mapping,Map to GL 6100
2026-01-25,Revenue,Service,Retail Customer,"(1,809)",ERP,M. Chen,posted,Vendor invoice late
01-Jan-26,COGS,Payroll - eng,Payroll,"(9,718)",Check,M. Chen,posted,
01/2/26,Services,Prof services,Implementation clients,792,Pos,TBD,,Ask owner
2026-01-25,COGS,Materials,Walmart,"1,521",cash,Alex - FP&A,accrual,Timing issue
01-Jan-26,G&A,Legal fees,Europa Law firm,"2,141",ERP,,posted,Check sign
01-Jan-26,Revenue,Product sales,Corp. clients,"6,443",ERP,Erikfinance ops,Posted,Timing issue
25 Mar-26,Marketing,Customer appr.,Amazon gift c.,"9,434",cash,Alex - FP&A,manual adj,
25 Mar-26,R&D,AI automation,n8n,"7,774",ERP,Alex - FP&A,,Vendor invoice late
25 Mar-26,COGS,Cloud hosting,AWS / Datadog,"7,105",ERP,,accrual,Check sign
15 Apr-26,Sales,CRM / RevOps tools,Salesforce / Outreach,441,Check,M. Chen,,
2026-03-28,R&D,AI automation,n8n,"(9,267)",Pos,TBD,,One-off item
15 Feb-26,Mktg,Paid media,Google / LinkedIn,"5,793",Pos,M. Chen,Posted,Vendor invoice late
01/3/26,COGS,Materials,Home Depot,"9,146",Check,Erikfinance ops,manual adj,Vendor invoice late
15 Apr-26,Sales,Sales commission,Payroll,"7,395",ERP,Erikfinance ops,Posted,Timing issue
2026-01-25,Services,Support tools,Zendesk / Gainsight,"9,546",cash,,,Timing issue
25 Mar-26,Revenue,Product sales,Retail Customer,"5,030",manual Entry,Erikfinance ops,needs mapping,Vendor invoice late
2026-03-28,Revenue,Revenue,Corp. clients,"(1,497)",ERP,Andres,late invoice,Timing issue
01/4/26,Services,Prof services,Implementation clients,"1,907",manual Entry,Erikfinance ops,needs mapping,
01/4/26,Marketing,Events & webinars,Various,"9,312",cash,TBD,Posted,Ask owner
2026-02-26,Marketing,Customer appr.,Amazon gift c.,"5,460",Pos,Erikfinance ops,needs mapping,
01-Jan-26,Revenue,Service,Retail Customer,"(7,725)",Pos,Andres,posted,Ask owner
2026-02-26,Revenue,Service,Retail Customer,236,Check,Andres,Posted,
2026-01-25,G&A,Accounting fees,Brandon,"8,311",cash,M. Chen,needs mapping,Check sign
2026-04-01,Services,Support tools,Zendesk / Gainsight,330,ERP,,posted,Vendor invoice late
01/4/26,Mktg,Events & webinars,Various,"1,420",Check,Erikfinance ops,late invoice,Ask owner
2026-03-28,G&A,Legal fees,Buchalter,"9,289",ERP,Erikfinance ops,manual adj,Vendor invoice late
01/3/26,Sales,CRM / RevOps tools,Salesforce / Outreach,(7),Check,TBD,needs mapping,Ask owner
01/4/26,Sales,CRM / RevOps tools,Salesforce / Outreach,"3,965",Check,,needs mapping,Map to GL 6100
01/1/26,COGS,Cloud hosting,AWS / Datadog,"2,496",Check,M. Chen,posted,Timing issue
2026-04-01,Marketing,Google Ads,Google / LinkedIn,"2,279",manual Entry,TBD,accrual,One-off item
25 Mar-26,R&D,Payroll - eng,Payroll,"(4,143)",cash,Alex - FP&A,Posted,One-off item
25 Mar-26,G&A,Accounting fees,Jason CPA,"(2,593)",manual Entry,M. Chen,posted,Check sign
2026-01-25,Revenue,Service,Retail Customer,"9,359",manual Entry,TBD,late invoice,Ask owner
25 Mar-26,COGS,Cloud hosting,AWS / Datadog,"(9,738)",manual Entry,Erikfinance ops,accrual,Vendor invoice late
01/1/26,Mktg,Events & webinars,Various,"7,671",Pos,Erikfinance ops,accrual,Vendor invoice late
2026-04-01,Services,Support tools,Zendesk / Gainsight,"(9,325)",manual Entry,,posted,Ask owner
01/3/26,Revenue,Revenue,Corp. clients,"(8,928)",ERP,TBD,manual adj,Timing issue
01-Jan-26,Revenue,Subscr. revenue,Retail Customer,"(4,470)",Check,Andres,posted,Check sign
2026-04-01,Mktg,Paid media,Google / LinkedIn,"7,357",manual Entry,M. Chen,Posted,Vendor invoice late
2026-03-28,Mktg,Paid media,Google / LinkedIn,602,Check,Andres,late invoice,Ask owner
01/2/26,R&D,AI automation,n8n,"1,762",manual Entry,Andres,needs mapping,Ask owner
15 Feb-26,Services,Support tools,Zendesk / Gainsight,"6,096",Check,M. Chen,needs mapping,Vendor invoice late
01/2/26,COGS,Materials,Johnsons Supply,"(4,925)",manual Entry,Erikfinance ops,accrual,Map to GL 6100
01/3/26,R&D,AI automation,n8n,"7,764",ERP,TBD,posted,Timing issue
01/4/26,Services,Prof services,Implementation clients,"9,056",cash,TBD,accrual,One-off item
2026-04-01,Services,Prof services,Implementation clients,"9,129",ERP,Alex - FP&A,manual adj,Map to GL 6100
01-Jan-26,G&A,Office rent,Landlord,"5,238",manual Entry,Erikfinance ops,late invoice,Vendor invoice late
01/4/26,Sales,Sales commission,Payroll,"2,665",cash,M. Chen,manual adj,
2026-02-26,Marketing,Customer appr.,Soccer Ticket,"7,535",manual Entry,Erikfinance ops,accrual,Vendor invoice late
01-Jan-26,COGS,Cloud hosting,AWS / Datadog,"1,036",ERP,,,Ask owner
01-Jan-26,COGS,Payroll - eng,Payroll,"8,866",ERP,Erikfinance ops,manual adj,One-off item
01/1/26,G&A,Legal fees,Buchalter,"1,068",ERP,M. Chen,late invoice,
25 Mar-26,Mktg,Customer appr.,Amazon gift c.,"8,282",cash,,posted,One-off item
01/4/26,COGS,Cloud hosting,AWS / Datadog,477,ERP,Alex - FP&A,posted,One-off item
01/1/26,Revenue,Service,Retail Customer,"4,204",ERP,Alex - FP&A,accrual,Map to GL 6100
2026-02-26,G&A,Office rent,Landlord,"9,990",cash,Andres,late invoice,One-off item
01-Jan-26,Revenue,Subscr. revenue,Corp. clients,"6,941",ERP,TBD,posted,
25 Mar-26,G&A,Legal fees,Buchalter,"2,803",cash,,needs mapping,Vendor invoice late
01-Jan-26,Mktg,Paid media,Google / LinkedIn,"3,548",manual Entry,Alex - FP&A,,Map to GL 6100
2026-01-25,Revenue,Subscr. revenue,Corp. clients,"2,622",Pos,M. Chen,manual adj,Map to GL 6100
15 Apr-26,COGS,Materials,Electric house,"2,789",manual Entry,TBD,needs mapping,Vendor invoice late
2026-04-01,Mktg,Customer appr.,Soccer Ticket,603,ERP,Erikfinance ops,needs mapping,One-off item
01/1/26,Mktg,Paid media,Google / LinkedIn,"8,300",Check,Erikfinance ops,accrual,
2026-02-26,G&A,Office rent,Landlord,"1,512",ERP,Alex - FP&A,posted,Check sign
01/1/26,Sales,Payroll - sales,Payroll,"(9,365)",Pos,Alex - FP&A,,Map to GL 6100
01/4/26,Revenue,Revenue,Corp. clients,"3,605",ERP,Andres,needs mapping,Ask owner
2026-01-25,Marketing,Google Ads,Google / LinkedIn,"2,024",ERP,,,Check sign
