Raw ERP/Planning Export - intentionally messy,,,,,,,,
,,,,,,,,
Date,Dept,Account,Vendor / Customer,Amount EUR,Source,Owner,Status,Manual note
07/01/26,COGS,Payroll - eng,Payroll,"2,322",Check,Erik,Posted,One-off item
26 Sep-25,G&A,Legal fees,Buchalter,"6,963",Check,M. Chen,manual adj,Timing issue
18 Jan-25,Marketing,Paid media,Google / LinkedIn,(276),manual Entry,Andres,late invoice,
2026-03-08,G&A,Accounting fees,Brandon,"5,040",cash,M. Chen,accrual,Ask owner
29-Mar-26,COGS,Cloud hosting,AWS / Datadog,"3,166",cash,M. Chen,accrual,Map to GL 6100
04 Mar-25,R&D,Payroll - eng,Payroll,"8,085",manual Entry,M. Chen,Posted,One-off item
2025-05-16,Marketing,Events & webinars,Various,591,manual Entry,Erik,late invoice,
02-Mar-25,COGS,Payroll - eng,Payroll,"7,655",ERP,finance ops,manual adj,Check sign
28 Jun-26,COGS,Payroll - eng,Payroll,"5,255",ERP,TBD,Posted,Timing issue
19-Apr-25,R&D,Payroll - eng,Payroll,"(6,116)",cash,Erik,,
21-Jul-25,R&D,AI automation,n8n,"3,422",manual Entry,finance ops,,
27 Mar-25,Services,Prof services,Implementation clients,"(5,100)",ERP,TBD,late invoice,Map to GL 6100
21-Apr-26,Revenue,Revenue,Corp. clients,"4,251",ERP,M. Chen,late invoice,Ask owner
01-May-25,Mktg,Customer appr.,Gift hamper,"4,057",cash,Erik,,Ask owner
2025-07-26,Revenue,Service,Corp. clients,"9,856",manual Entry,,posted,One-off item
26 Jan-25,G&A,Office rent,Landlord,"4,363",ERP,,needs mapping,Timing issue
2025-12-06,G&A,Accounting fees,Jason CPA,"8,230",Check,,needs mapping,Map to GL 6100
2025-02-14,COGS,Materials,Electric house,"8,906",ERP,Erik,,Ask owner
25-Jun-26,Mktg,Events & webinars,Various,"(7,061)",ERP,,manual adj,Ask owner
12 Mar-26,R&D,AI automation,n8n,"3,617",cash,Erik,needs mapping,Timing issue
2025-04-08,R&D,Cloud hosting,AWS / Datadog,"5,611",ERP,M. Chen,posted,Timing issue
07-Mar-26,R&D,AI automation,n8n,"(9,080)",manual Entry,Andres,late invoice,Vendor invoice late
20-Mar-26,Marketing,Google Ads,Google / LinkedIn,573,Check,TBD,posted,One-off item
05-May-26,Mktg,Events & webinars,Various,"8,002",cash,TBD,manual adj,Vendor invoice late
09/19/25,Sales,CRM / RevOps tools,Salesforce / Outreach,"5,962",ERP,TBD,posted,Check sign
05/21/25,G&A,Accounting fees,Jason CPA,"9,872",cash,TBD,manual adj,Ask owner
12/23/25,G&A,Office rent,Landlord,"7,470",Check,Andres,late invoice,Vendor invoice late
22 Mar-26,Mktg,Paid media,Google / LinkedIn,"7,337",Pos,Alex - FP&A,posted,Vendor invoice late
21-Apr-26,G&A,Accounting fees,Brandon,"3,800",Pos,,manual adj,Check sign
2025-12-06,Marketing,Customer appr.,Gift hamper,"8,730",Check,Alex - FP&A,Posted,Check sign
07/09/26,Mktg,Customer appr.,Soccer Ticket,"(2,867)",manual Entry,Andres,posted,One-off item
07/05/26,Mktg,Customer appr.,Soccer Ticket,(563),Check,TBD,Posted,One-off item
28-Jul-25,Services,Support tools,Zendesk / Gainsight,"6,715",Check,finance ops,accrual,Map to GL 6100
2025-02-04,COGS,Cloud hosting,AWS / Datadog,"9,035",manual Entry,TBD,Posted,Ask owner
21-Sep-25,Marketing,Google Ads,Google / LinkedIn,"2,162",ERP,M. Chen,posted,Timing issue
05-Feb-25,Revenue,Product sales,Corp. clients,"4,661",Check,Erik,posted,Ask owner
2025-05-20,Services,Prof services,Implementation clients,"(6,189)",Pos,Andres,,
03/10/25,Sales,CRM / RevOps tools,Salesforce / Outreach,"8,546",Pos,Andres,late invoice,Check sign
10 Nov-25,R&D,Cloud hosting,AWS / Datadog,"7,489",ERP,Andres,manual adj,Vendor invoice late
02/21/26,Sales,Payroll - sales,Payroll,"8,229",ERP,Andres,posted,
06/01/26,G&A,Accounting fees,Brandon,"(8,374)",ERP,TBD,Posted,
03-Mar-25,G&A,Accounting fees,Brandon,"1,476",manual Entry,Alex - FP&A,posted,
2025-12-04,Marketing,Paid media,Google / LinkedIn,"2,051",manual Entry,TBD,,Check sign
04 Mar-25,Sales,CRM / RevOps tools,Salesforce / Outreach,"(8,509)",Check,Erik,late invoice,Check sign
09 Jun-26,Services,Prof services,Implementation clients,"8,033",Pos,finance ops,needs mapping,One-off item
2025-05-20,Revenue,Subscr. revenue,Retail Customer,"9,658",Check,Erik,late invoice,One-off item
2026-07-02,G&A,Legal fees,Buchalter,"(7,796)",manual Entry,Erik,late invoice,Timing issue
02 Jul-25,Mktg,Customer appr.,Soccer Ticket,932,ERP,,Posted,One-off item
03/05/25,R&D,Cloud hosting,AWS / Datadog,"9,024",manual Entry,finance ops,late invoice,Map to GL 6100
04/17/25,Services,Prof services,Implementation clients,"(7,680)",manual Entry,finance ops,manual adj,Vendor invoice late
2025-12-04,Revenue,Subscr. revenue,Retail Customer,"2,844",manual Entry,finance ops,needs mapping,Timing issue
05-Apr-26,R&D,Cloud hosting,AWS / Datadog,"5,979",ERP,TBD,manual adj,Map to GL 6100
05/26/25,COGS,Materials,Johnsons Supply,"1,977",Pos,Andres,late invoice,
07 Jul-25,COGS,Cloud hosting,AWS / Datadog,"1,294",ERP,finance ops,late invoice,One-off item
02-Oct-25,Services,Support tools,Zendesk / Gainsight,"1,977",manual Entry,,accrual,Vendor invoice late
02 Jul-25,Mktg,Events & webinars,Various,"6,648",ERP,Erik,late invoice,Check sign
26-Feb-25,G&A,Accounting fees,Jason CPA,"7,041",Pos,,accrual,Ask owner
04/27/25,Services,Prof services,Implementation clients,"1,592",cash,,,Timing issue
18 Jan-26,Mktg,Customer appr.,Soccer Ticket,"1,213",Pos,TBD,manual adj,Vendor invoice late
31-May-25,Mktg,Events & webinars,Various,"9,585",cash,M. Chen,late invoice,Vendor invoice late
06/01/26,R&D,Cloud hosting,AWS / Datadog,"5,235",ERP,finance ops,needs mapping,Timing issue
2025-12-29,COGS,Payroll - eng,Payroll,"4,809",ERP,M. Chen,needs mapping,Check sign
06/11/25,Sales,Payroll - sales,Payroll,"6,360",ERP,M. Chen,needs mapping,Timing issue
18-Mar-26,Revenue,Service,Corp. clients,30,Pos,Andres,accrual,
19 Mar-26,COGS,Materials,Electric house,"6,147",cash,Andres,accrual,Check sign
2026-05-07,R&D,Payroll - eng,Payroll,(629),Check,Erik,manual adj,Check sign
2025-12-30,Services,Support tools,Zendesk / Gainsight,"6,372",ERP,Erik,Posted,Vendor invoice late
2025-09-01,Services,Prof services,Implementation clients,"9,822",ERP,finance ops,accrual,Map to GL 6100
22 Oct-25,Sales,CRM / RevOps tools,Salesforce / Outreach,"3,098",Check,finance ops,posted,Check sign
22 Jan-26,Mktg,Customer appr.,Soccer Ticket,"(1,195)",Check,finance ops,Posted,
07/01/26,G&A,Legal fees,Europa Law firm,"5,770",Check,M. Chen,posted,
2026-06-08,R&D,Payroll - eng,Payroll,"3,192",cash,finance ops,accrual,Check sign
2025-04-08,Marketing,Google Ads,Google / LinkedIn,838,manual Entry,finance ops,Posted,Check sign
2025-12-30,Marketing,Customer appr.,Gift hamper,"5,568",ERP,Erik,posted,Ask owner
06 Sep-25,R&D,AI automation,n8n,"3,711",Pos,,needs mapping,Check sign
07 Oct-25,COGS,Payroll - eng,Payroll,"2,717",Pos,,accrual,One-off item
25-Jan-26,R&D,Cloud hosting,AWS / Datadog,"1,999",Pos,TBD,,Vendor invoice late
02/16/26,Sales,Payroll - sales,Payroll,"2,358",manual Entry,Alex - FP&A,posted,Check sign
03 Sep-25,Revenue,Service,Retail Customer,"8,090",cash,Erik,,Check sign
18 Oct-25,COGS,Materials,Johnsons Supply,"3,536",Pos,M. Chen,,Vendor invoice late
05/28/25,G&A,Accounting fees,Brandon,"3,085",Check,Andres,accrual,Map to GL 6100
02/12/25,Marketing,Paid media,Google / LinkedIn,"6,307",manual Entry,TBD,late invoice,Map to GL 6100
17 Mar-25,COGS,Cloud hosting,AWS / Datadog,"7,206",cash,,accrual,Timing issue
04/25/26,R&D,AI automation,n8n,"9,199",cash,TBD,manual adj,
06 Feb-25,Services,Prof services,Implementation clients,(845),Pos,M. Chen,needs mapping,Timing issue
27 May-25,R&D,Cloud hosting,AWS / Datadog,"8,260",Check,Alex - FP&A,,Vendor invoice late
12 Jan-25,Revenue,Revenue,Corp. clients,"4,466",cash,Erik,Posted,Ask owner
02/23/25,Revenue,Product sales,Retail Customer,"6,035",ERP,M. Chen,posted,Check sign
2025-06-18,Mktg,Events & webinars,Various,"6,188",ERP,Erik,accrual,Timing issue
01 Apr-26,Marketing,Customer appr.,Amazon gift c.,"4,736",ERP,Andres,Posted,Vendor invoice late
22 Mar-26,G&A,Accounting fees,Brandon,"(5,221)",Check,TBD,needs mapping,
25 Feb-26,COGS,Materials,Walmart,"(8,356)",Check,M. Chen,accrual,Check sign
08/27/25,R&D,AI automation,n8n,"7,481",Check,,manual adj,Check sign
2025-06-03,Mktg,Events & webinars,Various,"4,427",ERP,TBD,needs mapping,Check sign
03 Feb-25,Marketing,Paid media,Google / LinkedIn,(483),ERP,M. Chen,late invoice,Map to GL 6100
2025-09-07,Sales,Sales commission,Payroll,"(9,518)",Check,M. Chen,accrual,
07/09/26,Mktg,Customer appr.,Amazon gift c.,"5,150",ERP,M. Chen,needs mapping,Timing issue
2025-06-08,R&D,AI automation,n8n,"5,130",manual Entry,,,Ask owner
2025-05-22,G&A,Office rent,Landlord,"(2,909)",manual Entry,Erik,,One-off item
26 Jan-25,Revenue,Product sales,Retail Customer,371,ERP,M. Chen,needs mapping,One-off item
05-Apr-26,Mktg,Events & webinars,Various,"6,591",manual Entry,Alex - FP&A,manual adj,Timing issue
2025-11-14,COGS,Materials,Electric house,"4,503",Check,TBD,,Map to GL 6100
03-Dec-25,COGS,Payroll - eng,Payroll,129,manual Entry,Andres,manual adj,One-off item
02 Mar-26,COGS,Cloud hosting,AWS / Datadog,"7,840",ERP,Erik,,Map to GL 6100
2025-04-21,COGS,Materials,Electric house,244,Check,finance ops,Posted,Map to GL 6100
24 Jan-25,Revenue,Product sales,Retail Customer,"8,990",cash,finance ops,needs mapping,Timing issue
06/26/25,R&D,Payroll - eng,Payroll,"4,555",Pos,,,Vendor invoice late
17 Sep-25,Mktg,Events & webinars,Various,"(7,813)",Pos,Alex - FP&A,accrual,Map to GL 6100
04 Jul-25,COGS,Materials,Johnsons Supply,"9,205",Check,Erik,late invoice,Timing issue
24 Jan-25,Services,Support tools,Zendesk / Gainsight,291,Pos,finance ops,late invoice,
17 Sep-25,Services,Prof services,Implementation clients,"3,624",cash,M. Chen,posted,Vendor invoice late
07 Jul-25,Revenue,Service,Corp. clients,"9,559",ERP,Alex - FP&A,accrual,Map to GL 6100
2025-12-30,R&D,AI automation,n8n,"9,779",manual Entry,Alex - FP&A,manual adj,Ask owner
07/12/26,Marketing,Paid media,Google / LinkedIn,"1,223",cash,Alex - FP&A,manual adj,
25-Jun-26,Marketing,Events & webinars,Various,"2,725",Check,TBD,,
05/29/26,Revenue,Service,Retail Customer,"6,101",Check,,posted,One-off item
29 Oct-25,Services,Prof services,Implementation clients,734,manual Entry,,accrual,Check sign
2026-04-10,Marketing,Customer appr.,Soccer Ticket,444,manual Entry,finance ops,accrual,Map to GL 6100
01/22/25,COGS,Cloud hosting,AWS / Datadog,"4,228",ERP,Erik,late invoice,Check sign
2025-11-30,G&A,Office rent,Landlord,"(1,005)",ERP,finance ops,accrual,
10/11/25,Mktg,Events & webinars,Various,"1,956",manual Entry,Andres,needs mapping,Vendor invoice late
03 Mar-26,G&A,Accounting fees,Brandon,"7,150",ERP,M. Chen,,Ask owner
05-May-26,Services,Support tools,Zendesk / Gainsight,"7,896",ERP,M. Chen,needs mapping,One-off item
04 Jul-25,Mktg,Paid media,Google / LinkedIn,"9,949",Pos,M. Chen,manual adj,Map to GL 6100
06/13/26,Revenue,Revenue,Retail Customer,"6,062",cash,Andres,needs mapping,Map to GL 6100
2025-12-29,Mktg,Customer appr.,Amazon gift c.,"9,971",manual Entry,,,Check sign
2025-04-21,COGS,Materials,Johnsons Supply,"2,804",Pos,TBD,Posted,One-off item
2025-04-21,Marketing,Google Ads,Google / LinkedIn,"4,034",Check,finance ops,accrual,One-off item
18-Jun-26,Marketing,Events & webinars,Various,"4,124",Pos,finance ops,,Vendor invoice late
18 Oct-25,Services,Prof services,Implementation clients,"2,837",Check,M. Chen,Posted,Timing issue
2025-02-14,Revenue,Product sales,Retail Customer,"4,851",cash,M. Chen,manual adj,Ask owner
18 May-26,Services,Prof services,Implementation clients,479,Pos,Alex - FP&A,accrual,Map to GL 6100
26-Feb-25,Mktg,Events & webinars,Various,"(5,923)",cash,TBD,needs mapping,
2025-10-26,Marketing,Paid media,Google / LinkedIn,"9,695",cash,Alex - FP&A,,Check sign
2025-12-09,Sales,Payroll - sales,Payroll,"4,641",cash,Alex - FP&A,Posted,Map to GL 6100
2026-02-14,Services,Support tools,Zendesk / Gainsight,"7,823",Pos,Andres,late invoice,Timing issue
2025-11-27,G&A,Legal fees,Europa Law firm,"7,996",cash,M. Chen,accrual,
05/29/26,Marketing,Paid media,Google / LinkedIn,146,Check,,needs mapping,One-off item
03/29/25,COGS,Payroll - eng,Payroll,"2,389",manual Entry,M. Chen,manual adj,Check sign
08-Sep-25,Services,Prof services,Implementation clients,"7,819",Check,TBD,Posted,One-off item
2025-08-16,Marketing,Google Ads,Google / LinkedIn,"(5,244)",cash,Alex - FP&A,manual adj,Check sign
13 Mar-25,Mktg,Paid media,Google / LinkedIn,"7,712",cash,M. Chen,needs mapping,Timing issue
03 Jul-26,COGS,Payroll - eng,Payroll,"(3,581)",cash,Andres,Posted,Map to GL 6100
2026-02-27,Services,Prof services,Implementation clients,"9,680",manual Entry,TBD,Posted,Map to GL 6100
2025-09-01,Revenue,Service,Retail Customer,"4,264",Pos,Andres,late invoice,
25-May-26,R&D,Payroll - eng,Payroll,"(2,730)",cash,,late invoice,One-off item
2025-12-18,Mktg,Events & webinars,Various,664,manual Entry,M. Chen,manual adj,Map to GL 6100
21-Feb-25,Sales,Sales commission,Payroll,"3,388",Pos,Alex - FP&A,posted,
2026-02-27,Mktg,Customer appr.,Soccer Ticket,"7,452",Check,,late invoice,Map to GL 6100
10/11/25,COGS,Materials,Walmart,"9,260",manual Entry,Andres,accrual,One-off item
10 Mar-26,Revenue,Revenue,Retail Customer,"3,042",ERP,Alex - FP&A,manual adj,Map to GL 6100
03-Jul-25,COGS,Materials,Johnsons Supply,"9,253",ERP,Erik,accrual,Ask owner
2025-09-07,R&D,Cloud hosting,AWS / Datadog,"6,195",cash,finance ops,posted,Timing issue
02 Jul-25,Marketing,Events & webinars,Various,"2,679",Pos,finance ops,manual adj,Map to GL 6100
03 Jul-26,Mktg,Paid media,Google / LinkedIn,661,Check,Erik,Posted,Ask owner
03/29/25,COGS,Payroll - eng,Payroll,"4,942",manual Entry,Erik,,Check sign
29 Oct-25,Revenue,Revenue,Retail Customer,"8,937",cash,,posted,Ask owner
28-Mar-25,COGS,Cloud hosting,AWS / Datadog,"3,587",ERP,TBD,Posted,Vendor invoice late
10/05/25,COGS,Cloud hosting,AWS / Datadog,482,Pos,Alex - FP&A,posted,
2026-04-29,Marketing,Google Ads,Google / LinkedIn,"6,312",Pos,Erik,late invoice,One-off item
01/19/25,G&A,Legal fees,Europa Law firm,"1,434",cash,TBD,Posted,Vendor invoice late
2025-07-13,Mktg,Events & webinars,Various,"6,792",ERP,Erik,late invoice,One-off item
24 Sep-25,Services,Support tools,Zendesk / Gainsight,"8,762",cash,Alex - FP&A,posted,
2026-01-31,G&A,Office rent,Landlord,"(7,727)",Check,Alex - FP&A,needs mapping,Timing issue
20-Mar-26,Services,Support tools,Zendesk / Gainsight,"6,890",Pos,Andres,accrual,One-off item
2025-12-14,COGS,Cloud hosting,AWS / Datadog,"2,323",cash,Andres,,Ask owner
03/29/25,Marketing,Events & webinars,Various,"(9,491)",manual Entry,,manual adj,Check sign
03 Jan-26,Revenue,Service,Corp. clients,"2,796",Pos,Erik,,One-off item
18-Jun-26,Revenue,Revenue,Retail Customer,"5,505",Pos,finance ops,posted,Ask owner
03 Mar-26,COGS,Payroll - eng,Payroll,"8,951",Check,Andres,accrual,
15-Apr-26,Revenue,Product sales,Retail Customer,362,Check,M. Chen,needs mapping,Check sign
08/27/25,Services,Support tools,Zendesk / Gainsight,"7,881",ERP,Alex - FP&A,,Timing issue
02 Mar-26,Services,Prof services,Implementation clients,"8,908",Pos,Andres,manual adj,Timing issue
2025-12-20,Revenue,Product sales,Retail Customer,"1,964",cash,,accrual,Timing issue
03/22/25,Sales,CRM / RevOps tools,Salesforce / Outreach,"2,256",ERP,TBD,manual adj,Ask owner
01 Jan-26,Marketing,Events & webinars,Various,"6,131",ERP,Andres,manual adj,Timing issue
04 Feb-26,Mktg,Events & webinars,Various,"7,695",cash,Andres,accrual,One-off item
12/23/25,Marketing,Paid media,Google / LinkedIn,"(1,182)",cash,M. Chen,late invoice,
25-May-26,Marketing,Customer appr.,Soccer Ticket,"9,620",ERP,TBD,,Timing issue
01/02/26,Revenue,Service,Corp. clients,260,ERP,Alex - FP&A,needs mapping,
21-Feb-25,R&D,Cloud hosting,AWS / Datadog,"9,112",cash,finance ops,accrual,Vendor invoice late
03 May-25,R&D,Cloud hosting,AWS / Datadog,"2,364",Pos,Erik,late invoice,Check sign
04/25/26,COGS,Payroll - eng,Payroll,"2,372",Check,Andres,Posted,
01/22/25,R&D,Cloud hosting,AWS / Datadog,"(8,364)",manual Entry,Erik,late invoice,
10 Oct-25,R&D,Payroll - eng,Payroll,"(3,952)",Check,TBD,posted,Check sign
10/11/25,Revenue,Revenue,Corp. clients,"8,972",ERP,Andres,posted,Map to GL 6100
20 Oct-25,Sales,Payroll - sales,Payroll,"1,975",manual Entry,Alex - FP&A,manual adj,
19 Apr-26,G&A,Legal fees,Buchalter,"5,211",Pos,Andres,needs mapping,Check sign
2025-12-17,Sales,Sales commission,Payroll,"7,545",ERP,finance ops,accrual,Ask owner
2025-01-04,Marketing,Events & webinars,Various,"3,672",Check,,needs mapping,Map to GL 6100
24 Dec-25,Services,Prof services,Implementation clients,"9,567",manual Entry,Erik,accrual,Check sign
02-Oct-25,G&A,Accounting fees,Jason CPA,"1,161",cash,Erik,posted,Map to GL 6100
07-Mar-26,Sales,Payroll - sales,Payroll,"7,668",Pos,Erik,accrual,
2026-03-21,G&A,Office rent,Landlord,"(1,786)",Check,finance ops,late invoice,
26 Feb-26,G&A,Accounting fees,Jason CPA,"5,097",cash,Erik,accrual,Vendor invoice late
2025-06-14,Marketing,Paid media,Google / LinkedIn,"4,048",Check,Erik,posted,One-off item
12/13/25,R&D,Cloud hosting,AWS / Datadog,"8,894",Pos,Alex - FP&A,,Check sign
03-Dec-25,Marketing,Google Ads,Google / LinkedIn,"4,160",cash,Alex - FP&A,Posted,One-off item
08-May-25,Sales,Payroll - sales,Payroll,"8,392",manual Entry,M. Chen,posted,Check sign
03 Sep-25,Marketing,Google Ads,Google / LinkedIn,"5,232",ERP,,manual adj,Vendor invoice late
02/10/25,Sales,CRM / RevOps tools,Salesforce / Outreach,"(2,039)",manual Entry,M. Chen,,One-off item
31-May-25,Mktg,Events & webinars,Various,511,manual Entry,finance ops,late invoice,One-off item
2025-12-04,R&D,AI automation,n8n,"9,126",cash,Erik,late invoice,Ask owner
2025-05-16,Services,Support tools,Zendesk / Gainsight,"1,183",Pos,,needs mapping,Ask owner
15 Jan-26,Mktg,Paid media,Google / LinkedIn,"8,098",cash,TBD,accrual,Map to GL 6100
2025-06-13,Revenue,Subscr. revenue,Retail Customer,338,manual Entry,M. Chen,late invoice,Check sign
25 Feb-26,Sales,Sales commission,Payroll,"1,377",ERP,M. Chen,posted,One-off item
23-Apr-26,Revenue,Service,Corp. clients,(443),manual Entry,Erik,,
03 Feb-25,Sales,Sales commission,Payroll,"1,944",ERP,,manual adj,Map to GL 6100
01/26/26,R&D,Payroll - eng,Payroll,"4,109",manual Entry,finance ops,posted,Check sign
2025-06-22,Revenue,Subscr. revenue,Corp. clients,"1,883",Check,TBD,,Map to GL 6100
11 May-25,COGS,Cloud hosting,AWS / Datadog,"3,194",manual Entry,Erik,late invoice,Check sign
21-Feb-25,Marketing,Events & webinars,Various,542,manual Entry,Alex - FP&A,manual adj,One-off item
13 Aug-25,R&D,Cloud hosting,AWS / Datadog,"7,493",ERP,finance ops,late invoice,Ask owner
18-Mar-26,Revenue,Revenue,Retail Customer,"(8,821)",manual Entry,finance ops,manual adj,One-off item
09 Nov-25,COGS,Materials,Electric house,505,Check,Erik,needs mapping,One-off item
25-May-26,Mktg,Events & webinars,Various,"1,896",Pos,Andres,Posted,Check sign
08-Nov-25,Revenue,Service,Corp. clients,"8,422",Pos,Erik,late invoice,Map to GL 6100
19 Jun-25,COGS,Cloud hosting,AWS / Datadog,"9,187",Pos,Andres,needs mapping,Timing issue
05-Apr-26,Marketing,Customer appr.,Amazon gift c.,"7,688",Check,Alex - FP&A,accrual,Map to GL 6100
03/21/25,G&A,Legal fees,Buchalter,"6,711",Check,TBD,late invoice,
21-Jun-26,G&A,Legal fees,Buchalter,"(7,954)",Pos,,needs mapping,
10 Dec-25,G&A,Legal fees,Buchalter,"3,080",cash,M. Chen,late invoice,Timing issue
17-Feb-26,Mktg,Customer appr.,Soccer Ticket,"2,249",cash,,accrual,Vendor invoice late
01-Mar-25,Marketing,Events & webinars,Various,"6,517",manual Entry,Erik,manual adj,One-off item
17-Feb-26,Revenue,Subscr. revenue,Retail Customer,"1,737",cash,M. Chen,,One-off item
09/10/25,R&D,Cloud hosting,AWS / Datadog,"1,393",manual Entry,,posted,Ask owner
2025-02-09,Revenue,Service,Corp. clients,"5,732",cash,Alex - FP&A,manual adj,One-off item
2025-06-29,Services,Support tools,Zendesk / Gainsight,"7,334",cash,finance ops,accrual,Timing issue
21-Feb-25,COGS,Payroll - eng,Payroll,"9,705",ERP,Erik,,Timing issue
24-Jul-25,Services,Prof services,Implementation clients,184,manual Entry,Alex - FP&A,late invoice,Ask owner
2025-09-01,Revenue,Subscr. revenue,Corp. clients,"(5,418)",manual Entry,Alex - FP&A,manual adj,Timing issue
29-Jan-26,G&A,Legal fees,Buchalter,"5,228",Check,M. Chen,posted,Ask owner
04/03/25,Revenue,Revenue,Corp. clients,"(4,243)",Pos,M. Chen,accrual,One-off item
2025-06-18,Services,Support tools,Zendesk / Gainsight,"9,514",Check,M. Chen,posted,One-off item
14 Jun-26,R&D,Payroll - eng,Payroll,"(8,176)",manual Entry,TBD,Posted,Vendor invoice late
05-Apr-26,COGS,Materials,Electric house,"5,944",cash,M. Chen,manual adj,Check sign
26 Feb-26,Mktg,Paid media,Google / LinkedIn,"2,103",ERP,finance ops,accrual,Vendor invoice late
02 Apr-26,COGS,Cloud hosting,AWS / Datadog,"2,763",Check,M. Chen,posted,Vendor invoice late
23-Sep-25,Mktg,Events & webinars,Various,"9,439",Check,Erik,accrual,Map to GL 6100
26-Jun-26,Services,Support tools,Zendesk / Gainsight,"4,268",cash,,accrual,Check sign
2026-01-04,Mktg,Paid media,Google / LinkedIn,"6,554",cash,TBD,Posted,Map to GL 6100
11-Mar-25,COGS,Materials,Electric house,"(3,329)",manual Entry,TBD,needs mapping,Check sign
12/23/25,G&A,Office rent,Landlord,"7,426",Pos,TBD,posted,Timing issue
05/26/25,Sales,CRM / RevOps tools,Salesforce / Outreach,"2,742",cash,TBD,manual adj,Check sign
01/24/26,Marketing,Customer appr.,Soccer Ticket,708,Check,finance ops,needs mapping,One-off item
03/21/25,Mktg,Customer appr.,Amazon gift c.,919,cash,Alex - FP&A,Posted,Ask owner
03/29/25,Revenue,Subscr. revenue,Retail Customer,"2,791",cash,TBD,late invoice,Check sign
17 Sep-25,Services,Prof services,Implementation clients,"5,658",manual Entry,Alex - FP&A,accrual,Timing issue
25 Feb-25,R&D,Cloud hosting,AWS / Datadog,"(7,297)",Pos,finance ops,posted,Timing issue
2025-07-06,Sales,Payroll - sales,Payroll,"2,794",Pos,finance ops,Posted,Ask owner
07 Apr-26,G&A,Legal fees,Buchalter,"4,297",Pos,Erik,manual adj,Timing issue
2025-11-23,Revenue,Revenue,Corp. clients,"9,061",Pos,Alex - FP&A,manual adj,Check sign
2025-12-14,Marketing,Customer appr.,Soccer Ticket,"(9,167)",Pos,Alex - FP&A,accrual,Map to GL 6100
09/12/25,COGS,Materials,Home Depot,"3,115",Pos,Andres,needs mapping,Vendor invoice late
20-Mar-26,Sales,Sales commission,Payroll,"(4,936)",Check,Alex - FP&A,needs mapping,Check sign
31 May-26,G&A,Office rent,Landlord,"(8,345)",Pos,M. Chen,needs mapping,
08-Nov-25,Services,Support tools,Zendesk / Gainsight,"(6,656)",cash,Erik,posted,One-off item
01/24/26,Marketing,Paid media,Google / LinkedIn,"6,712",manual Entry,M. Chen,accrual,Vendor invoice late
03-Dec-25,Services,Prof services,Implementation clients,160,manual Entry,TBD,posted,
04 Jul-25,Mktg,Events & webinars,Various,"7,305",cash,finance ops,manual adj,Check sign
2025-07-19,Revenue,Service,Corp. clients,"3,087",Pos,M. Chen,needs mapping,Map to GL 6100
04 Sep-25,Marketing,Customer appr.,Amazon gift c.,"5,031",cash,finance ops,accrual,Check sign
30-Jun-25,COGS,Payroll - eng,Payroll,"(2,488)",ERP,,accrual,Timing issue
05/14/25,Revenue,Revenue,Corp. clients,"3,878",Check,,accrual,Timing issue
05-Jun-25,COGS,Cloud hosting,AWS / Datadog,"4,266",manual Entry,TBD,manual adj,Timing issue
11-Mar-25,Marketing,Paid media,Google / LinkedIn,"6,563",manual Entry,Erik,Posted,Ask owner
29 Oct-25,COGS,Materials,Walmart,"9,576",Check,Alex - FP&A,Posted,Check sign
16 Mar-25,Services,Support tools,Zendesk / Gainsight,"(3,841)",Check,Alex - FP&A,accrual,Ask owner
08-Sep-25,Marketing,Paid media,Google / LinkedIn,"(1,053)",manual Entry,TBD,Posted,Timing issue
04/05/25,COGS,Payroll - eng,Payroll,"(1,140)",manual Entry,,needs mapping,Ask owner
04/03/25,Services,Support tools,Zendesk / Gainsight,"(4,850)",cash,Andres,posted,One-off item
2025-07-13,COGS,Cloud hosting,AWS / Datadog,"8,283",manual Entry,Alex - FP&A,Posted,Vendor invoice late
2025-12-18,Marketing,Customer appr.,Amazon gift c.,"1,616",manual Entry,TBD,late invoice,Timing issue
30 May-26,G&A,Accounting fees,Brandon,238,cash,finance ops,posted,Ask owner
19 Mar-26,Mktg,Customer appr.,Soccer Ticket,"2,929",Pos,,needs mapping,
02/20/25,Marketing,Customer appr.,Amazon gift c.,"1,657",ERP,,Posted,One-off item
10 Oct-25,Revenue,Subscr. revenue,Corp. clients,"8,461",cash,,,
04 Feb-26,Revenue,Product sales,Retail Customer,"8,157",cash,Erik,needs mapping,One-off item
2025-10-01,Sales,Payroll - sales,Payroll,"4,921",Check,Andres,Posted,
07 Feb-26,Marketing,Customer appr.,Soccer Ticket,"9,731",ERP,finance ops,manual adj,Vendor invoice late
2025-09-01,Revenue,Product sales,Retail Customer,138,Pos,Erik,accrual,Map to GL 6100
26 Sep-25,Mktg,Paid media,Google / LinkedIn,"4,601",cash,Erik,accrual,Vendor invoice late
10 Feb-26,COGS,Cloud hosting,AWS / Datadog,"5,355",ERP,finance ops,posted,Ask owner
09/05/25,R&D,Payroll - eng,Payroll,"7,478",cash,Erik,manual adj,Vendor invoice late
09 Jun-26,Services,Prof services,Implementation clients,"6,293",Check,,posted,Check sign
04-Jul-26,R&D,Payroll - eng,Payroll,"2,079",Check,TBD,Posted,Ask owner
